TimeBin,Softmax0.1,Naive3,Random,eGreedy0.1,EnsembleEAnnealingUpdateAll,EXP30.5,EnsembleRandomUpdateAll,UCB1,eAnnealing,
250,0.0610091743119,0.0490950226244,0.0360890609874,0.0667651195499,0.0514173228346,0.0411698717949,0.0475539568345,0.0430925925926,0.0663924050633,
260,0.0614917825537,0.0486842105263,0.0361845861085,0.0670094722598,0.051975,0.0412006079027,0.0479118329466,0.0437609841828,0.0671040723982,
270,0.0617668711656,0.0490119760479,0.0362728937729,0.0672041612484,0.0531310679612,0.0410709117221,0.048490990991,0.0447138047138,0.0677001455604,
280,0.0618268090154,0.0492816091954,0.0364695340502,0.0674497487437,0.0541745283019,0.0410749646393,0.0487061403509,0.0460487804878,0.0682584269663,
290,0.0618661971831,0.0495251396648,0.0364907651715,0.0678378378378,0.0547935779817,0.0410070257611,0.0499357601713,0.0476489028213,0.0686314363144,
300,0.0616991963261,0.0501902173913,0.0366495726496,0.0679545454545,0.0556950672646,0.0414269406393,0.0508368200837,0.0487594553707,0.0687118193891,
310,0.0616894977169,0.0507671957672,0.0366945606695,0.0679787234043,0.0561790393013,0.041731409545,0.0515811088296,0.0491202346041,0.0687878787879,
320,0.0614285714286,0.050890052356,0.0368632268632,0.0678971428571,0.0566451612903,0.0419543973941,0.052390438247,0.0497297297297,0.0691143911439,
330,0.0611783783784,0.0517,0.0369366479551,0.068347107438,0.0578571428571,0.041894510226,0.0532038834951,0.0500550964187,0.0691119221411,
340,0.0605543478261,0.0526161369193,0.0369739952719,0.0687471264368,0.0587835051546,0.0416054564533,0.0540943396226,0.0502933333333,0.0693529411765,
350,0.0604225352113,0.0531980906921,0.03700077101,0.0685812356979,0.0598383838384,0.0416381909548,0.0547262773723,0.0507702349869,0.0697933409874,
360,0.0605626850938,0.053986013986,0.0372968868641,0.0679977753059,0.0607509881423,0.04172,0.055406360424,0.0509846547315,0.0701045296167,
370,0.06091522158,0.054874715262,0.0373146747352,0.0676773455378,0.0616023166023,0.0418199419167,0.0564786324786,0.0509846547315,0.0701612903226,
380,0.061320754717,0.0554362416107,0.0372559171598,0.0673154362416,0.0626127819549,0.0420094339623,0.0571096345515,0.0510218978102,0.0698079096045,
390,0.0617391304348,0.0560352422907,0.0372428884026,0.0667860798362,0.0634003656307,0.0422109158187,0.0574919093851,0.0519928400955,0.0690628445424,
400,0.0619727272727,0.0565367965368,0.0372609633357,0.0668149646107,0.0645486725664,0.0422901459854,0.0578075709779,0.0528904428904,0.0683585313175,
410,0.06225,0.0568869936034,0.0372668579627,0.0670403146509,0.0654137931034,0.0423949955317,0.0584202453988,0.0529826589595,0.0681106471816,
420,0.0624912280702,0.0572175732218,0.037146912704,0.0671636011617,0.0664429530201,0.0425307557118,0.0590149253731,0.0529826589595,0.0682837301587,
430,0.0627178602243,0.0577066115702,0.0370926966292,0.0672571428571,0.0669344262295,0.0426470588235,0.0593970588235,0.0529826589595,0.0684757281553,
440,0.0630102040816,0.0580284552846,0.037107266436,0.0673595505618,0.0672843450479,0.0429667519182,0.0596866096866,0.0529826589595,0.0685589941973,
450,0.0633752093802,0.0584860557769,0.0370495185695,0.0674354243542,0.0675700934579,0.0433109243697,0.0601671309192,0.0529826589595,0.0687221684414,
460,0.0635996705107,0.0587819253438,0.0370061099796,0.0675781948168,0.0680365296804,0.0436258278146,0.0605994550409,0.0529826589595,0.0687802607076,
470,0.0638767234388,0.0589827255278,0.0369813829787,0.0677728873239,0.0686160714286,0.0440113913751,0.0606933333333,0.0529826589595,0.0690063810392,
480,0.0642206235012,0.0593245778612,0.0370019854401,0.0681645021645,0.0690072992701,0.0442181234964,0.0606640106242,0.0527459954233,0.0691292639138,
490,0.0645125786164,0.0600365630713,0.0370435347628,0.0683631713555,0.0692560801144,0.0445691699605,0.060735483871,0.0524215246637,0.0694060283688,
500,0.0647168347556,0.0605366726297,0.0370554123711,0.0686165670367,0.0696348314607,0.0446666666667,0.0611432160804,0.0520594713656,0.0697030567686,
510,0.0646243222308,0.0608551483421,0.0370249520154,0.0689739276703,0.0698358413133,0.044899691358,0.0613226205192,0.0518453608247,0.0699224137931,
520,0.0642768273717,0.0613468634686,0.0369323213156,0.0691853699086,0.069851150203,0.0450844854071,0.0613325183374,0.0518453608247,0.07,
530,0.0645349730976,0.0621338155515,0.036768558952,0.0694980694981,0.069960106383,0.0452265861027,0.061471291866,0.0518453608247,0.0701596638655,
540,0.0646646341463,0.0629276895944,0.0365476923077,0.0701452599388,0.069974025974,0.0452830188679,0.0618246445498,0.0518453608247,0.0701816680429,
550,0.0647103085026,0.0636505190311,0.0365057008719,0.0705927051672,0.0700516129032,0.045317577548,0.0619626168224,0.0516053169734,0.0703830480848,
560,0.0646436609152,0.0645854483926,0.0364566929134,0.070874811463,0.0703011292346,0.0454758418741,0.0618634259259,0.0514643931795,0.0704758064516,
570,0.0645845697329,0.0650996677741,0.036450556647,0.0712621359223,0.0704702970297,0.0454855072464,0.0617217787913,0.0513419483101,0.0705284227382,
580,0.0649489795918,0.0654411764706,0.0363942931258,0.0715851851852,0.0704926108374,0.0455867530598,0.0616255605381,0.0512180746562,0.0707272727273,
590,0.0653651482285,0.06568,0.0363164638053,0.0719985304923,0.0705428226779,0.0455762347888,0.0614017660044,0.0508341416101,0.0714106583072,
600,0.0657604017217,0.0659026687598,0.0363371428571,0.0723979591837,0.0705282112845,0.0455729537367,0.0609869848156,0.0509585492228,0.0720558572537,
610,0.0662491103203,0.0662249614792,0.0362747314867,0.0725995655322,0.0704620853081,0.0455602536998,0.0607948442535,0.0511653813196,0.0725057647963,
620,0.0665865724382,0.0669308600337,0.036243767313,0.0729196556671,0.0702102803738,0.0456585365854,0.0605753138075,0.0511653813196,0.0730716463415,
630,0.0670035087719,0.0673044925125,0.0362133775567,0.0731672597865,0.0704875148633,0.0457508650519,0.0606158663883,0.0511653813196,0.0734795763994,
640,0.0673101045296,0.0677324632953,0.0362397820163,0.0735426958363,0.0708352941176,0.0458596973865,0.0604902962206,0.0511653813196,0.0738184546137,
650,0.0676970954357,0.0678044871795,0.0361987041037,0.0736764705882,0.0710196987254,0.0459208731241,0.0605279187817,0.0511653813196,0.0740208488459,
660,0.0679601648352,0.0682361308677,0.0361940298507,0.0740072992701,0.0710069444444,0.0459797297297,0.0604531722054,0.0511653813196,0.0744715447154,
670,0.0681053351573,0.0684104938272,0.0362665256478,0.0741626464507,0.0707191780822,0.046001344086,0.0603441494592,0.0511653813196,0.0747322083639,
680,0.0681097560976,0.0688619119879,0.0362828601472,0.0743619322278,0.0705869074492,0.0460348292029,0.0604757281553,0.0511653813196,0.0750254916242,
690,0.0681461434371,0.0692388059701,0.0362283918282,0.0745788043478,0.0703455964326,0.046044973545,0.0605135658915,0.0512280701754,0.0751991310644,
700,0.0681409395973,0.0695575221239,0.0362122788762,0.0749254790632,0.0706032482599,0.0461158657011,0.0604322766571,0.0514432989691,0.0754565061107,
710,0.0681703260146,0.0697529069767,0.0361953727506,0.0750916784203,0.0706812933025,0.0461823361823,0.06036121673,0.0516062992126,0.0756531049251,
720,0.0681390728477,0.07,0.0361826577732,0.0752170868347,0.0709677419355,0.0462296243799,0.060328022493,0.051875,0.0759673990078,
730,0.0682429784455,0.0703389830508,0.0361733400912,0.0754343293954,0.071124260355,0.0462244177841,0.0603435468895,0.0520295489891,0.0761381254405,
740,0.06826171875,0.0704728789986,0.0361760242792,0.0755532503458,0.0713647058824,0.0462183098592,0.0603287671233,0.0520295489891,0.0763216783217,
750,0.0682372002592,0.0705882352941,0.0361468812877,0.0757671232877,0.0715214866434,0.0462482566248,0.0603734061931,0.0520295489891,0.0765371269951,
760,0.0681362467866,0.0706267029973,0.0361377245509,0.0759375,0.0715437788018,0.0462698961938,0.0602428057554,0.0520198170732,0.0767379310345,
770,0.0681297709924,0.0707476635514,0.0361075161772,0.0760350640593,0.0713714285714,0.0463041982106,0.0601868327402,0.0520295489891,0.0769288645691,
780,0.0681103360812,0.0707255936675,0.0360839506173,0.0761099932931,0.0711698537683,0.0463679890561,0.0603008849558,0.0520295489891,0.0772097759674,
790,0.0679924480806,0.0707591623037,0.0360901518863,0.0763455149502,0.0709354120267,0.0464538043478,0.0603400174368,0.052018278751,0.0773602693603,
800,0.0678464419476,0.0708171206226,0.0360525036461,0.0764775725594,0.0704290429043,0.0465472972973,0.0605526770294,0.0520295489891,0.0774581939799,
810,0.067599009901,0.0708173690932,0.0360857005296,0.0765573770492,0.0701523394995,0.0465927419355,0.0606540447504,0.0521545319465,0.0776376907764,
820,0.0674494175353,0.0709734513274,0.0360972088547,0.0765602605863,0.0698711063373,0.0465773610181,0.0608234295416,0.0522707100592,0.0778011849901,
830,0.0673479318735,0.0711668757842,0.0360371075167,0.0764679196371,0.0697234042553,0.0466203703704,0.0608403361345,0.0522720588235,0.0778678875082,
840,0.0672151898734,0.0712935323383,0.0360380047506,0.0763005780347,0.0698854166667,0.0466314398943,0.060910609858,0.0522720588235,0.0778492527615,
850,0.0670202622169,0.0712978986403,0.0360628812764,0.076269791007,0.0698969072165,0.0465622961513,0.0609594706369,0.0523132704859,0.0777993527508,
860,0.0669230769231,0.0712942612943,0.0360974477958,0.0762962962963,0.0699279835391,0.0466062176166,0.0609844134537,0.0523132704859,0.0776570680628,
870,0.0669015725102,0.0713454545455,0.0361333333333,0.0763050216987,0.0699696356275,0.0466430868167,0.0610650406504,0.0523132704859,0.077706302794,
880,0.0668935427574,0.0713422007255,0.0361935189411,0.0763197026022,0.07,0.0466688061617,0.0610850202429,0.0523132704859,0.0776703439325,
890,0.0668760806916,0.0713173652695,0.0362295825771,0.0763603164942,0.0701189296333,0.046626429479,0.0612169735789,0.0522937771346,0.077618159204,
900,0.0667828571429,0.0713452380952,0.0362443642922,0.0765277777778,0.0701962708538,0.0466287878788,0.0612967382657,0.0523132704859,0.0776314162028,
910,0.0667720090293,0.0713198573127,0.0363400447427,0.0766148325359,0.0703501945525,0.0466186252772,0.0614489311164,0.0523132704859,0.0775948592411,
920,0.0667265581134,0.0711570247934,0.0363798484173,0.0766527196653,0.0703667953668,0.0467327823691,0.0616994492526,0.0523132704859,0.0778060606061,
930,0.0665719063545,0.070988372093,0.036389748122,0.0766902237927,0.0703275529865,0.0467289719626,0.0620187793427,0.0523132704859,0.0778824235153,
940,0.0665126512651,0.0708323699422,0.0364499121265,0.0766940692895,0.0703771929825,0.0467391304348,0.0622550544323,0.0522720588235,0.0779595478882,
950,0.0665057597367,0.0707771428571,0.0365093927479,0.0766627974463,0.0705647263249,0.046751626898,0.0624961360124,0.0523132704859,0.077966706302,
960,0.0663453159041,0.0706208718626,0.036529105126,0.0768029953917,0.0706163194444,0.0466972477064,0.0627363566487,0.0523265306122,0.0780176470588,
970,0.0660930735931,0.0706544502618,0.0365138408304,0.0768993135011,0.0706529209622,0.046664882227,0.0630351681957,0.0523265306122,0.0780422039859,
980,0.065811827957,0.0707383419689,0.0364667817084,0.0768932038835,0.0707881355932,0.0466098081023,0.063396656535,0.0523265306122,0.078025477707,
990,0.0655472504004,0.0707151979566,0.0364282655246,0.0767897727273,0.0708347386172,0.0465623342175,0.0634720121029,0.052316576087,0.0781713628522,
1000,0.0652838196286,0.0709974747475,0.0364773208987,0.0767231638418,0.070918196995,0.0466812465828,0.0636671686747,0.0523265306122,0.0782695602513,
1010,0.0650421940928,0.0711292346299,0.0365094736842,0.0766160764474,0.0710853355427,0.0466937826845,0.0637809452363,0.0523265306122,0.0782648401826,
1020,0.0647798742138,0.0712173913043,0.0366192468619,0.0764469273743,0.0712006578947,0.0468263127525,0.0638897168405,0.0523265306122,0.0781575963719,
1030,0.0646089676747,0.0712237330037,0.036637463496,0.0764408661855,0.0713224489796,0.0469323394495,0.0639910979228,0.0523265306122,0.0780877390326,
1040,0.0644865145228,0.0713064713065,0.036608478803,0.076488128106,0.0714181523501,0.0470420932878,0.064147601476,0.0523265306122,0.0781392694064,
1050,0.0643688820196,0.0713317191283,0.0365591397849,0.0765477497256,0.071673212883,0.0470724801812,0.0642794117647,0.0522267206478,0.0781435079727,
1060,0.0643114080164,0.0713301088271,0.0365199506376,0.0766374589266,0.0721496062992,0.0471251409245,0.0643818580834,0.0522935153584,0.078066893424,
1070,0.0642404092072,0.0712485136742,0.0365034679723,0.0766830065359,0.0724432263117,0.047228443449,0.0644649446494,0.0523265306122,0.0780663293985,
1080,0.0641242362525,0.0711862396204,0.0364940888708,0.0767209554832,0.0727570093458,0.047355233853,0.0645588235294,0.0522935153584,0.0780337078652,
1090,0.0640293968576,0.0710105757932,0.0365236746257,0.0767586580087,0.0730751355538,0.047397336293,0.0646964155084,0.0523265306122,0.0779631696429,
1100,0.0639001009082,0.0708720930233,0.0365660225443,0.0768010752688,0.0733307632999,0.0474585635359,0.0649089584851,0.0523265306122,0.0779030501089,
1110,0.0637569060773,0.0707224770642,0.0365515857086,0.0769020866774,0.0736838066002,0.0475192943771,0.0649927536232,0.0522779661017,0.0779446854664,
1120,0.0636936936937,0.0706385404789,0.0365565286624,0.0768833244539,0.0739923664122,0.0475041231446,0.0651768953069,0.0522401073105,0.077975161987,
1130,0.0635710723192,0.0704210526316,0.0366073546856,0.076887944769,0.0740670220868,0.0475109170306,0.0653376436782,0.0522222222222,0.0780053908356,
1140,0.0634575260805,0.0706179286336,0.0366457187745,0.0769088016967,0.0742803030303,0.0474782135076,0.0654506437768,0.0520930232558,0.0780588235294,
1150,0.0633366336634,0.0707352941176,0.0366562377786,0.076863780359,0.0744679245283,0.0474457700651,0.0655587188612,0.0518865435356,0.0780715811966,
1160,0.0632511100148,0.0707506471096,0.0366886390074,0.0768349106204,0.0746021021021,0.0474582660205,0.0656352022711,0.0517212041885,0.0780424403183,
1170,0.0631483300589,0.0708027327071,0.0368066255778,0.0768308014667,0.074794315632,0.0475,0.0658603667137,0.0516007653061,0.0780995235574,
1180,0.0630690161527,0.0709160305344,0.0368553940321,0.0767903815996,0.0751005212211,0.0475253874933,0.0659100491918,0.0516058861164,0.0780728616684,
1190,0.0629580896686,0.0710025273799,0.0368783269962,0.076690984888,0.075178041543,0.0474920127796,0.065986013986,0.0516058861164,0.0780378748027,
1200,0.062859223301,0.0710084033613,0.0369698113208,0.0765631469979,0.0753215077605,0.0474854111406,0.0660445682451,0.0515501905972,0.0780209973753,
1210,0.062735621073,0.0710451505017,0.0370371761172,0.0766134020619,0.075530191458,0.0474749075541,0.0661234396671,0.051351010101,0.0780083638265,
1220,0.0626179018287,0.0710927152318,0.0371087037729,0.0766700924974,0.0757184750733,0.0474632352941,0.0662154696133,0.0512406015038,0.0779650238474,
1230,0.0624868231912,0.0712088815789,0.0371991084695,0.0766547131148,0.0757925493061,0.04743051914,0.066341127923,0.0510503418272,0.0779565907888,
1240,0.0623950381679,0.0713164349959,0.0372425249169,0.0766055979644,0.0759752547307,0.0474112734864,0.0664090287278,0.0509641532756,0.0779419525066,
1250,0.0622755344418,0.0713528932355,0.037293426368,0.0766412988331,0.07609862219,0.0473544698545,0.0665329707682,0.0508164518109,0.0779096045198,
1260,0.0621817321344,0.0714239482201,0.0373601462523,0.0766666666667,0.0762058823529,0.0473122734335,0.0666283006093,0.0507758094075,0.0779282051282,
1270,0.0620452403393,,0.0374017467249,0.0767388022144,0.0763616398243,0.0472769468798,0.0667318059299,0.0506783767414,0.0779100664282,
1280,0.0618817456593,0.0715100401606,0.0373909883721,0.0769824561404,0.076458781362,0.0472036942022,0.0667895442359,0.0507610520425,0.0778767820774,
1290,0.061681457263,,0.0374072740367,0.0771592611083,0.0766452533904,0.0471530612245,0.0668312208139,0.0509308807135,0.0778766430738,
1300,0.0614869888476,,0.0374219030521,0.0772346786248,0.0767852062589,0.0471043256997,0.0668791500664,0.0509399332592,0.0779325955734,
1310,0.061308973173,0.0716428571429,0.0374253200569,0.0772189054726,0.0768417317246,0.0470400405474,0.0670059484468,0.0509399332592,0.0781203007519,
1320,0.0610906580764,,0.0374502840909,0.07729743083,0.0769187279152,0.0469898989899,0.0670328947368,0.0509834254144,0.078307538692,
1330,0.0609215955983,,0.0374701335207,0.0773510585918,0.0770443349754,0.0469552088576,0.067129750983,0.0511680440771,0.0784783689707,
1340,0.0607667731629,,0.0375061124694,0.0774644433546,0.0771745350501,0.0468956870612,0.0670971950424,0.0512527472527,0.0785012406948,
1350,0.0606224443435,,0.0375520833333,0.0774963325183,0.0773414112616,0.0468765617191,0.0670900842515,0.0512993421053,0.0784935579782,
1360,0.0604161013116,,0.0375517955801,0.0775244140625,0.0774644886364,0.0467878486056,0.0671049222798,0.0512993421053,0.0784945705824,
1370,0.0602522522523,,0.0375815870835,0.0776587493941,0.0775265768958,0.0466964285714,0.0669735994849,0.0512993421053,0.0786234021632,
1380,0.0600717488789,,0.0376104073947,0.0776871076775,0.077563559322,0.0465974282888,0.0668309859155,0.0512993421053,0.0787408133268,
1390,0.0599196428571,,0.0375845575675,0.0777082330284,0.0777388316151,0.0465155248891,0.0667918523234,0.0512993421053,0.0787841796875,
1400,0.059853202847,,0.0375482560108,0.0776923076923,0.0778684030158,0.04647029946,0.0668032786885,0.0512993421053,0.0789164237123,
1410,0.0597342781222,,0.037537891546,0.0776470588235,0.0779467939973,0.0463814180929,0.0668213166144,0.0512972085386,0.0789631782946,
1420,0.059642699603,,0.0376046901173,0.0782536846807,0.0780163043478,0.0463237445149,0.0668703241895,0.0512993421053,0.0789676796913,
1430,0.0594955109021,,0.0376241252916,0.0781988408382,0.0781345353675,0.0462408936377,0.0668815871048,0.0512993421053,0.0789643545279,
1440,0.0594651952462,,0.0376411960133,0.0780781180648,0.0781617138908,0.0462003872217,0.0669008009858,0.0512972085386,0.078948374761,
1450,0.0594623200677,,0.0376862228082,0.0780653710247,0.0782425913163,0.0461610968295,0.0668903940887,0.0512993421053,0.0789742366412,
1460,0.0594949494949,,0.0377180327869,0.0779973591549,0.0784420041181,0.046197119712,0.0669329268293,0.0512972085386,0.0789890840057,
1470,0.0594951619689,,0.0377464788732,0.077899122807,0.0785499316005,0.0462286995516,0.0670139309509,0.051273920175,0.0789658444023,
1480,0.0594470046083,,0.0378170613039,0.0779519145147,0.0786289222374,0.0462684563758,0.0671411338963,0.0512527472527,0.0789510818438,
1490,0.0594326241135,,0.0378647686833,0.07873885918,0.0786820652174,0.0463195371607,0.0671694711538,0.0512993421053,0.0789525598873,
1500,0.059389281263,,0.0378906752412,0.0787349665924,0.0787618403248,0.046326077299,0.0672195704057,0.0512993421053,0.0789362699157,
1510,0.0593052109181,,0.037936,0.0787026304057,0.0787929871881,0.046385329209,0.067234421365,0.0512993421053,0.0788940737284,
1520,0.0592164948454,,0.0380452806122,0.0786509349955,0.0788231338265,0.0464040492958,0.0672054470101,0.0512993421053,0.0789258555133,
1530,0.0591536565325,,0.0380749682338,0.0785473870682,0.078828647925,0.0464072119613,0.0672016460905,0.0512972085386,0.07893314367,
1540,0.0591295463833,,0.0381107594937,0.0784893992933,0.07906,0.0463902226102,0.0672780373832,0.0512568306011,0.0788883632923,
1550,0.0591112922951,,0.038130517024,0.079367201426,0.0790745672437,0.0463968668407,0.0673294460641,0.0511982570806,0.0789411764706,
1560,0.0591477272727,,0.0381407035176,0.0793452115813,0.0791859695566,0.0463754889179,0.0672958888246,0.0511739130435,0.0789557855127,
1570,0.0591561866126,,0.0381772627623,0.0792590949423,0.0792007926024,0.0464233241506,0.0673125720877,0.0511099079589,0.0792083712466,
1580,0.0591565778854,,0.0381781376518,0.0791957578436,0.0792570677186,0.0464311926606,0.0674325100517,0.0510913019989,0.0808515381186,
1590,0.0591670020121,,0.038182665424,0.0791637323944,0.0792247043364,0.0464840182648,0.0674899942824,0.0510813704497,0.0809005795809,
1600,0.0591663326653,,0.038166047088,0.0791184210526,0.0792096668844,0.0465789473684,0.0675085324232,0.0512449186992,0.0809119217082,
1610,0.0591703230953,,0.0381717451524,0.078995194408,0.0791411841249,0.0466108597285,0.0675950085082,0.0512924480487,0.0808177777778,
1620,0.0592344307814,,0.0381938055811,0.0788903394256,0.079046692607,0.0466230838593,0.0675735294118,0.0513012658228,0.0807569721116,
1630,0.0592350376536,,0.0382034830431,0.0787467476149,0.0790247252747,0.0466846119336,0.0675774647887,0.0513803526448,0.080731277533,
1640,0.0592298624754,,0.038215590743,0.0785578583765,0.0792134062927,0.0467158836689,0.0675267003935,0.0513832997988,0.0806546572935,
1650,0.0592440266353,,0.038233151184,0.0784423407917,0.0792842535787,0.0467276785714,0.0674258533856,0.0514558232932,0.0805738063951,
1660,0.0592298670837,,0.0382290722273,0.078347639485,0.0793342391304,0.0467378727192,0.0673117679866,0.0515815815816,0.0805017452007,
1670,0.0592292796282,,0.0382096725743,0.0782612211888,0.0793906567366,0.0467565178966,0.0672792892837,0.0516625062406,0.080846325167,
1680,0.0592429509463,,0.0382085080887,0.0784534836891,0.0794466936572,0.0467770419426,0.0672551189817,0.0517521154803,0.0807685473123,
1690,0.0592050691244,,0.0382040572792,0.078546184739,0.0794605529332,0.0467850877193,0.067201986755,0.0517830609212,0.0806802120141,
1700,0.0592022900763,,0.0381826293873,0.0787835134054,0.0794959677419,0.0467952652345,0.0671624588364,0.0518320987654,0.0806646126761,
1710,0.0592506656523,,0.0381785925488,0.0788423153693,0.0795183946488,0.0467380848273,0.0671475589687,0.0518598914652,0.080632967033,
1720,0.059221420433,,0.0382086034178,0.0791205730203,0.0796666666667,0.0467507612005,0.0671459814106,0.0518598914652,0.0805781865966,
1730,0.059202268431,,0.0381826189078,0.0795755652519,0.0797201865423,0.046747826087,0.0670908102229,0.051858974359,0.0804759825328,
1740,0.0591789077213,,0.0381680280047,0.0799090549624,0.0798279285242,0.046698440208,0.0671482889734,0.0518598914652,0.0803916449086,
1750,0.0590697674419,,0.0381529959279,0.0803113914072,0.0798548812665,0.0466796200345,0.0670894308943,0.0518598914652,0.0802515177797,
1760,0.0590056074766,,0.0381542461005,0.0806281900275,0.0798553583169,0.0466896254843,0.067030237581,0.0518598914652,0.0801123595506,
1770,0.0589505024191,,0.038163735947,0.080985915493,0.0799014454665,0.046675235647,0.0670528017241,0.0519091348478,0.0800043103448,
1780,0.0588542825362,,0.0381499569089,0.0813133281372,0.0798955613577,0.0467122117848,0.0670683162991,0.0519614457831,0.0799958053691,
1790,0.0588026607539,,0.0381430615165,0.0815766990291,0.0798244473342,0.0467292110874,0.0670991957105,0.0519614457831,0.0800291423813,
1800,0.0587237955131,,0.0381502561184,0.0817840557276,0.0797146562905,0.0467699490662,0.0670953912111,0.0519636015326,0.0800415454923,
1810,0.0586605504587,,0.0381106382979,0.0819514076359,0.0796136509981,0.046783749471,0.0670673076923,0.0519636015326,0.0806205357143,
1820,0.0585886654479,,0.0380568053993,0.0821137586472,0.0795958948044,0.0467849598648,0.0670735607676,0.0519636015326,0.0806291834003,
1830,0.0585021865889,,0.038048301039,0.0823009188361,0.0795729764181,0.0467705263158,0.0670525756771,0.0519636015326,0.0805293594306,
1840,0.0584562295677,,0.0380439010836,0.0824647081267,0.0795936507937,0.0467617449664,0.0670397877984,0.0519636015326,0.0804825143869,
1850,0.0583761301989,,0.0380471567268,0.0826537585421,0.0796270543616,0.0467569820759,0.066976744186,0.0519636015326,0.0806270358306,
1860,0.0583159033538,,0.0379950358522,0.0828344671202,0.0796605908234,0.046726364015,0.0669599578504,0.0519636015326,0.0808076298701,
1870,0.0582319255548,,0.037573550014,0.0830199323054,0.0796622889306,0.0466818936877,0.0669615587151,0.0519528619529,0.0809550789154,
1880,0.0583784746971,,0.0375966386555,0.0832172284644,0.0796695760599,0.0466581539584,0.066894377299,0.0519636015326,0.0811496571198,
1890,0.0585658501952,,0.0375650969529,0.0834539350988,0.0796954630205,0.0467005813953,0.0668743455497,0.0519528619529,0.0813062700965,
1900,0.0586991869919,,0.0375393537697,0.0836120401338,0.0796600741656,0.0467632150615,0.0668478829064,0.052201023732,0.0814079422383,
1910,0.058823943662,,0.0374524495677,0.0838142804292,0.079680196802,0.0467583212735,0.0668039624609,0.0527504638219,0.081631347461,
